raw_text,aspectTerms,qwen_pred
We waited for an hour to be seated.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:50.696654499Z', 'done': True, 'done_reason': 'stop', 'total_duration': 119966713, 'load_duration': 18159150, 'prompt_eval_count': 182, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 80000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-22236fac-ee5e-4187-b83b-f343e8da180c-0' usage_metadata={'input_tokens': 182, 'output_tokens': 6, 'total_tokens': 188}"
"The service was excellent, the coffee was good even by starbucks standards and the food was outstanding.","[{'term': 'service', 'polarity': 'positive'}, {'term': 'coffee', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]","content=""['service', 'coffee', 'food']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:50.872418585Z', 'done': True, 'done_reason': 'stop', 'total_duration': 173335986, 'load_duration': 16874051, 'prompt_eval_count': 193, 'prompt_eval_duration': 19000000, 'eval_count': 10, 'eval_duration': 133000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-0743cbb4-b765-43d7-be19-61e4e5ba79fd-0' usage_metadata={'input_tokens': 193, 'output_tokens': 10, 'total_tokens': 203}"
It was worth the wait.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:50.994602688Z', 'done': True, 'done_reason': 'stop', 'total_duration': 119709483, 'load_duration': 20036490, 'prompt_eval_count': 179, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-803ae02c-3f27-4766-9cef-f1da3f67d637-0' usage_metadata={'input_tokens': 179, 'output_tokens': 6, 'total_tokens': 185}"
Plan on waiting 30-70 minutes.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:51.115163912Z', 'done': True, 'done_reason': 'stop', 'total_duration': 118327263, 'load_duration': 18066630, 'prompt_eval_count': 184, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-2c17978e-7354-457b-aa3a-0e3b2c2349ff-0' usage_metadata={'input_tokens': 184, 'output_tokens': 6, 'total_tokens': 190}"
Will definitely be back.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:51.235559546Z', 'done': True, 'done_reason': 'stop', 'total_duration': 118152574, 'load_duration': 18408681, 'prompt_eval_count': 178, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-a827b913-e601-4888-95ce-053c345f5cb4-0' usage_metadata={'input_tokens': 178, 'output_tokens': 6, 'total_tokens': 184}"
Southglenn is largest location.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:51.35595258Z', 'done': True, 'done_reason': 'stop', 'total_duration': 117880624, 'load_duration': 17915211, 'prompt_eval_count': 180, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-56266637-2bbe-4538-90b3-e5b5d2273848-0' usage_metadata={'input_tokens': 180, 'output_tokens': 6, 'total_tokens': 186}"
Delicious...!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:51.474825143Z', 'done': True, 'done_reason': 'stop', 'total_duration': 116764053, 'load_duration': 16512660, 'prompt_eval_count': 177, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-ae02e124-dc83-4abc-835d-eabc7e725612-0' usage_metadata={'input_tokens': 177, 'output_tokens': 6, 'total_tokens': 183}"
– I recently had the pleasure of dining as this delightful restaurant on 2nd street and wow what a great evening we had.,"[{'term': 'restaurant', 'polarity': 'positive'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:51.600183527Z', 'done': True, 'done_reason': 'stop', 'total_duration': 122835803, 'load_duration': 16258490, 'prompt_eval_count': 199, 'prompt_eval_duration': 19000000, 'eval_count': 6, 'eval_duration': 82000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-647082b7-a948-421f-8fbd-b16c01452d3e-0' usage_metadata={'input_tokens': 199, 'output_tokens': 6, 'total_tokens': 205}"
"The food is fantastic, authentic, delicious and very, very affordable.","[{'term': 'food', 'polarity': 'positive'}]","content=""['food']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:51.69701591Z', 'done': True, 'done_reason': 'stop', 'total_duration': 94701623, 'load_duration': 18679681, 'prompt_eval_count': 187, 'prompt_eval_duration': 17000000, 'eval_count': 4, 'eval_duration': 54000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-434f0b4a-43fb-44e6-8e7a-7164966b97d5-0' usage_metadata={'input_tokens': 187, 'output_tokens': 4, 'total_tokens': 191}"
The decor was beautiful and unique.,"[{'term': 'decor', 'polarity': 'positive'}]","content=""['decor']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:51.790996663Z', 'done': True, 'done_reason': 'stop', 'total_duration': 91560513, 'load_duration': 17593451, 'prompt_eval_count': 180, 'prompt_eval_duration': 16000000, 'eval_count': 4, 'eval_duration': 53000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-f6a8ac76-3178-4e3e-99cf-0e600e3f1913-0' usage_metadata={'input_tokens': 180, 'output_tokens': 4, 'total_tokens': 184}"
"There was a really nice vibe about the place...good music, atmosphere and happy looking people.","[{'term': 'music', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'vibe', 'polarity': 'positive'}, {'term': 'people', 'polarity': 'positive'}]","content=""['vibe', 'music', 'atmosphere']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:52.003929329Z', 'done': True, 'done_reason': 'stop', 'total_duration': 210793616, 'load_duration': 16597631, 'prompt_eval_count': 192, 'prompt_eval_duration': 17000000, 'eval_count': 13, 'eval_duration': 171000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-9a4e0aa0-1bbe-4a3d-b039-a9881f127306-0' usage_metadata={'input_tokens': 192, 'output_tokens': 13, 'total_tokens': 205}"
Our server was very professional and friendly.,"[{'term': 'server', 'polarity': 'positive'}]","content=""['server']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:52.096672502Z', 'done': True, 'done_reason': 'stop', 'total_duration': 90683883, 'load_duration': 16241761, 'prompt_eval_count': 181, 'prompt_eval_duration': 16000000, 'eval_count': 4, 'eval_duration': 54000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-d21d74cc-c5f6-4475-a862-dc095f9d97b7-0' usage_metadata={'input_tokens': 181, 'output_tokens': 4, 'total_tokens': 185}"
To the owners of Open Sesame...Bravo...I can't wait to come back to dine at your restaurant!,"[{'term': 'Open Sesame', 'polarity': 'positive'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:52.218855446Z', 'done': True, 'done_reason': 'stop', 'total_duration': 120666464, 'load_duration': 15843281, 'prompt_eval_count': 197, 'prompt_eval_duration': 19000000, 'eval_count': 6, 'eval_duration': 81000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-159f066d-3f2f-46d3-ac87-57d8aed36da2-0' usage_metadata={'input_tokens': 197, 'output_tokens': 6, 'total_tokens': 203}"
Delectable ,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:52.338403439Z', 'done': True, 'done_reason': 'stop', 'total_duration': 117700883, 'load_duration': 16880360, 'prompt_eval_count': 177, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-8ab5e20c-6b05-488d-a53d-15c2b9bfe5a7-0' usage_metadata={'input_tokens': 177, 'output_tokens': 6, 'total_tokens': 183}"
It's a tiny place so if you get there before 8pm on a weekend (Thurs?Sun) you will find it easier to get a table or a seat at the sushi bar.,"[{'term': 'place', 'polarity': 'neutral'}]","content=""['tiny place', 'table', 'sushi bar']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:52.563152366Z', 'done': True, 'done_reason': 'stop', 'total_duration': 222959827, 'load_duration': 18626351, 'prompt_eval_count': 213, 'prompt_eval_duration': 22000000, 'eval_count': 13, 'eval_duration': 178000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-1478f60c-0d06-4d25-abdf-3a8ee3522061-0' usage_metadata={'input_tokens': 213, 'output_tokens': 13, 'total_tokens': 226}"
"Once you're inside, the real experience begins.","[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:52.6815051Z', 'done': True, 'done_reason': 'stop', 'total_duration': 116024164, 'load_duration': 16683921, 'prompt_eval_count': 183, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-f1e98e90-055f-489f-b2b9-22eb056b93d2-0' usage_metadata={'input_tokens': 183, 'output_tokens': 6, 'total_tokens': 189}"
"Everything, and I mean everything on the menu is delectable.","[{'term': 'menu', 'polarity': 'positive'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:52.800193044Z', 'done': True, 'done_reason': 'stop', 'total_duration': 117631764, 'load_duration': 16124570, 'prompt_eval_count': 187, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-8cb38c49-7474-437e-b04a-76521b48eb57-0' usage_metadata={'input_tokens': 187, 'output_tokens': 6, 'total_tokens': 193}"
The waiters are very experienced and helpful with pairing your drink choice to your food tastes or vice versa.,"[{'term': 'waiters', 'polarity': 'positive'}]","content=""['waiters']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:52.911738957Z', 'done': True, 'done_reason': 'stop', 'total_duration': 108543873, 'load_duration': 16053210, 'prompt_eval_count': 194, 'prompt_eval_duration': 19000000, 'eval_count': 5, 'eval_duration': 69000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-ce5e5958-0ca2-4b9a-b09d-7ee90999203a-0' usage_metadata={'input_tokens': 194, 'output_tokens': 5, 'total_tokens': 199}"
"The sushi is as fresh as it comes?you'd think ocean was in their backyard, no joke!","[{'term': 'sushi', 'polarity': 'positive'}]","content=""['sushi']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:53.02487206Z', 'done': True, 'done_reason': 'stop', 'total_duration': 111538233, 'load_duration': 19585871, 'prompt_eval_count': 194, 'prompt_eval_duration': 18000000, 'eval_count': 5, 'eval_duration': 69000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-5f91f172-8598-4d0b-86b0-069e99fd4743-0' usage_metadata={'input_tokens': 194, 'output_tokens': 5, 'total_tokens': 199}"
"If you're interested in good tasting (without the fish taste or smell), large portions and creative sushi dishes this is your place...","[{'term': 'portions', 'polarity': 'positive'}, {'term': 'sushi dishes', 'polarity': 'positive'}]","content=""['good tasting', 'large portions', 'creative sushi dishes']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:53.253629857Z', 'done': True, 'done_reason': 'stop', 'total_duration': 226328807, 'load_duration': 17186591, 'prompt_eval_count': 199, 'prompt_eval_duration': 19000000, 'eval_count': 14, 'eval_duration': 185000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-2c212906-7f19-43df-be07-93b026a8babe-0' usage_metadata={'input_tokens': 199, 'output_tokens': 14, 'total_tokens': 213}"
big thick pepperoni,"[{'term': 'pepperoni', 'polarity': 'positive'}]","content=""['pepperoni']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:53.373834011Z', 'done': True, 'done_reason': 'stop', 'total_duration': 118324974, 'load_duration': 18975521, 'prompt_eval_count': 177, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 78000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-7331de5d-3bb3-4de9-9f6a-daeed2caccdc-0' usage_metadata={'input_tokens': 177, 'output_tokens': 6, 'total_tokens': 183}"
– The pepperoni's cut real thick--Yum.,"[{'term': ""pepperoni's"", 'polarity': 'positive'}]","content=""['pepperoni']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:53.497361925Z', 'done': True, 'done_reason': 'stop', 'total_duration': 121138014, 'load_duration': 18607790, 'prompt_eval_count': 185, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 80000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-d15cefe0-1a82-4543-a852-4a6833712444-0' usage_metadata={'input_tokens': 185, 'output_tokens': 6, 'total_tokens': 191}"
"The pizza itself is not exactly the best I've had EVER, but still pretty good.","[{'term': 'pizza', 'polarity': 'positive'}]","content='[pizza]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:53.595367938Z', 'done': True, 'done_reason': 'stop', 'total_duration': 95924563, 'load_duration': 16592290, 'prompt_eval_count': 191, 'prompt_eval_duration': 17000000, 'eval_count': 4, 'eval_duration': 57000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-cf96ded4-0cc8-42e8-a3df-530c9c26986c-0' usage_metadata={'input_tokens': 191, 'output_tokens': 4, 'total_tokens': 195}"
I probably wouldn't go back though 'cuz I don't know if it's worth it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:53.721612551Z', 'done': True, 'done_reason': 'stop', 'total_duration': 124064063, 'load_duration': 18349390, 'prompt_eval_count': 193, 'prompt_eval_duration': 19000000, 'eval_count': 6, 'eval_duration': 81000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-8063bb5d-4c4c-4057-a707-65c80ca9ed37-0' usage_metadata={'input_tokens': 193, 'output_tokens': 6, 'total_tokens': 199}"
Maybe I'll go back once more many years from now when I've forgotten I went there already.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:53.846979955Z', 'done': True, 'done_reason': 'stop', 'total_duration': 123253964, 'load_duration': 18035491, 'prompt_eval_count': 193, 'prompt_eval_duration': 18000000, 'eval_count': 6, 'eval_duration': 82000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-ca5405d6-9e0b-498a-ad4a-4b753286a75c-0' usage_metadata={'input_tokens': 193, 'output_tokens': 6, 'total_tokens': 199}"
Sit in the Balcony,"[{'term': 'Balcony', 'polarity': 'positive'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:53.965183599Z', 'done': True, 'done_reason': 'stop', 'total_duration': 116342334, 'load_duration': 17326331, 'prompt_eval_count': 179, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 78000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-c2c24c1f-8dbe-4ede-b446-408b26090815-0' usage_metadata={'input_tokens': 179, 'output_tokens': 6, 'total_tokens': 185}"
– Not bad.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:54.084568682Z', 'done': True, 'done_reason': 'stop', 'total_duration': 117297353, 'load_duration': 16692430, 'prompt_eval_count': 177, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-1b97a422-84b9-43d1-85f7-33fcc8e08874-0' usage_metadata={'input_tokens': 177, 'output_tokens': 6, 'total_tokens': 183}"
Food was good and appetizing.,"[{'term': 'Food', 'polarity': 'positive'}]","content=""['Food']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:54.177018595Z', 'done': True, 'done_reason': 'stop', 'total_duration': 90561873, 'load_duration': 15994131, 'prompt_eval_count': 180, 'prompt_eval_duration': 16000000, 'eval_count': 4, 'eval_duration': 53000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-3316142e-f4a4-4174-a3b9-e8d74708f6fa-0' usage_metadata={'input_tokens': 180, 'output_tokens': 4, 'total_tokens': 184}"
"Portions was just enough for me, but may not be for a big eater.","[{'term': 'Portions', 'polarity': 'neutral'}]","content='[portions]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:54.277873658Z', 'done': True, 'done_reason': 'stop', 'total_duration': 98600943, 'load_duration': 20312381, 'prompt_eval_count': 190, 'prompt_eval_duration': 17000000, 'eval_count': 4, 'eval_duration': 56000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-659066aa-61b8-47d2-9d5d-c0ab85aa9a27-0' usage_metadata={'input_tokens': 190, 'output_tokens': 4, 'total_tokens': 194}"
Fair menu selection.,"[{'term': 'menu selection', 'polarity': 'neutral'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:54.397263172Z', 'done': True, 'done_reason': 'stop', 'total_duration': 117468004, 'load_duration': 18121241, 'prompt_eval_count': 177, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-e9aefbe1-b574-41ff-93a9-c99d55e0bd4e-0' usage_metadata={'input_tokens': 177, 'output_tokens': 6, 'total_tokens': 183}"
"The appetizer was interesting, but the Creme Brulee was very savory and delicious.","[{'term': 'appetizer', 'polarity': 'positive'}, {'term': 'Creme Brulee', 'polarity': 'positive'}]","content=""['Creme Brulee']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:54.544409556Z', 'done': True, 'done_reason': 'stop', 'total_duration': 145003234, 'load_duration': 16406330, 'prompt_eval_count': 192, 'prompt_eval_duration': 17000000, 'eval_count': 8, 'eval_duration': 106000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-1126fb13-a210-4522-bf59-5314cf077e47-0' usage_metadata={'input_tokens': 192, 'output_tokens': 8, 'total_tokens': 200}"
Indoor ambience was modern.,"[{'term': 'Indoor ambience', 'polarity': 'positive'}]","content=""['modern']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:54.635228699Z', 'done': True, 'done_reason': 'stop', 'total_duration': 89489113, 'load_duration': 16151341, 'prompt_eval_count': 180, 'prompt_eval_duration': 16000000, 'eval_count': 4, 'eval_duration': 53000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-833fed2f-7098-4535-8987-a2f0c629c552-0' usage_metadata={'input_tokens': 180, 'output_tokens': 4, 'total_tokens': 184}"
"If it's nice outside, request for a table in the balcony.","[{'term': 'balcony', 'polarity': 'positive'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:54.754844313Z', 'done': True, 'done_reason': 'stop', 'total_duration': 118534494, 'load_duration': 15959511, 'prompt_eval_count': 187, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 80000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-c9d5f9a3-e094-4c75-8f54-a76fb10486c0-0' usage_metadata={'input_tokens': 187, 'output_tokens': 6, 'total_tokens': 193}"
It's a great place to people watch.,"[{'term': 'place', 'polarity': 'positive'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:54.872330576Z', 'done': True, 'done_reason': 'stop', 'total_duration': 114759923, 'load_duration': 16204860, 'prompt_eval_count': 182, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 78000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-14373740-eee9-41eb-bf05-b27982ea3e00-0' usage_metadata={'input_tokens': 182, 'output_tokens': 6, 'total_tokens': 188}"
Although the service could be improved considering the money you put in.,"[{'term': 'service', 'polarity': 'negative'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:54.99539457Z', 'done': True, 'done_reason': 'stop', 'total_duration': 121147884, 'load_duration': 19306031, 'prompt_eval_count': 186, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 80000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-4e090218-dd35-49a8-8d68-b5dd5c757ebf-0' usage_metadata={'input_tokens': 186, 'output_tokens': 6, 'total_tokens': 192}"
Our drinks kept coming but our server came by a couple times.,"[{'term': 'server', 'polarity': 'negative'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:55.117562444Z', 'done': True, 'done_reason': 'stop', 'total_duration': 119919024, 'load_duration': 17784571, 'prompt_eval_count': 186, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 80000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-021dffbf-c33a-4690-817e-6e6a46c03d10-0' usage_metadata={'input_tokens': 186, 'output_tokens': 6, 'total_tokens': 192}"
"Should check-up on us more frequently, don't you think?","[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:55.236494797Z', 'done': True, 'done_reason': 'stop', 'total_duration': 117762463, 'load_duration': 16583760, 'prompt_eval_count': 186, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 80000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-18685675-c5da-4395-9f56-620f91f6400f-0' usage_metadata={'input_tokens': 186, 'output_tokens': 6, 'total_tokens': 192}"
Late night dinning with exeptional food.,"[{'term': 'food', 'polarity': 'positive'}]","content=""['exeptional food']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:55.365815111Z', 'done': True, 'done_reason': 'stop', 'total_duration': 128291764, 'load_duration': 16012031, 'prompt_eval_count': 183, 'prompt_eval_duration': 16000000, 'eval_count': 7, 'eval_duration': 92000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-f858d58e-2e85-4c3c-af83-0b864462bf99-0' usage_metadata={'input_tokens': 183, 'output_tokens': 7, 'total_tokens': 190}"
– I didn't want to go there because of the reviews and prices I saw on the internet.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[reviews and prices]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:55.489640265Z', 'done': True, 'done_reason': 'stop', 'total_duration': 121149734, 'load_duration': 16400441, 'prompt_eval_count': 193, 'prompt_eval_duration': 19000000, 'eval_count': 6, 'eval_duration': 81000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-294bb9ef-158f-4efe-ac6e-4e2fd583b1d8-0' usage_metadata={'input_tokens': 193, 'output_tokens': 6, 'total_tokens': 199}"
That was the last night in Vegas and was too late and most of the restaurant were closing - so we walked in the check the place.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:55.614657699Z', 'done': True, 'done_reason': 'stop', 'total_duration': 122966954, 'load_duration': 16452861, 'prompt_eval_count': 201, 'prompt_eval_duration': 20000000, 'eval_count': 6, 'eval_duration': 82000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-883f0cec-5831-4d7a-b4ad-146cd5bdad42-0' usage_metadata={'input_tokens': 201, 'output_tokens': 6, 'total_tokens': 207}"
"We were seated right away, the table was private and nice.","[{'term': 'table', 'polarity': 'positive'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:55.732928642Z', 'done': True, 'done_reason': 'stop', 'total_duration': 117126113, 'load_duration': 16051920, 'prompt_eval_count': 186, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-f3a88450-1c5c-4d84-81e8-d55ea859152d-0' usage_metadata={'input_tokens': 186, 'output_tokens': 6, 'total_tokens': 192}"
The service was exceptional - sometime there was a feeling that we were served by the army of friendly waiters.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'waiters', 'polarity': 'positive'}]","content=""['service']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:55.832695715Z', 'done': True, 'done_reason': 'stop', 'total_duration': 97814663, 'load_duration': 18840241, 'prompt_eval_count': 195, 'prompt_eval_duration': 19000000, 'eval_count': 4, 'eval_duration': 56000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-61b967c2-6572-4367-81ca-9d2912d0b9aa-0' usage_metadata={'input_tokens': 195, 'output_tokens': 4, 'total_tokens': 199}"
"The food was very good, filet mignon was probably the best I've ever try.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'filet mignon', 'polarity': 'positive'}]","content=""['food', 'filet mignon']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:56.00837464Z', 'done': True, 'done_reason': 'stop', 'total_duration': 173276335, 'load_duration': 17887381, 'prompt_eval_count': 192, 'prompt_eval_duration': 17000000, 'eval_count': 10, 'eval_duration': 132000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-ecf6f5c2-f27b-487f-b5f5-643e45ba2fb7-0' usage_metadata={'input_tokens': 192, 'output_tokens': 10, 'total_tokens': 202}"
