,raw_text,aspectTerms,claude_pred,label
523,My mouth felt very dry afterwards and I had that signature ?MSG? taste lingering in my throat after I left the restaurant.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
524,"Finally, the homemade donut holes were served for desert.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
525,They came in their own nifty take out box and with some homemade frosting; very light and not-too-sweet.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['frosting'],['noaspectterm']
526,The desert was the perfect ending to an almost perfect dinner.,"[{'term': 'desert', 'polarity': 'positive'}, {'term': 'dinner', 'polarity': 'positive'}]","['desert', 'dinner']","['desert', 'dinner']"
527,"The dinner only took us about an hour and the prices were alright for the strip, almost $50/pp after tax and tip (about average).","[{'term': 'noaspectterm', 'polarity': 'none'}]",['prices'],['noaspectterm']
528,But the servers were extremely attentive and very friendly.,"[{'term': 'servers', 'polarity': 'positive'}]",['servers'],['servers']
529,"Overall, I would go back and eat at the restaurant again.","[{'term': 'restaurant', 'polarity': 'positive'}]",['noaspectterm'],['restaurant']
530,Just remember to dress a little urban-chic so you don?t look too far out of place.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
531,"good sake, good food – i honestly don't know much about japanese food at all.","[{'term': 'sake', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]","['sake', 'food']","['sake', 'food']"
532,In the past sake usuallly just tasted kind of like salty water to me.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['sake'],['noaspectterm']
533,Server made several sake suggestions which were very good.,"[{'term': 'sake', 'polarity': 'positive'}, {'term': 'Server', 'polarity': 'positive'}]",['sake suggestions'],"['sake', 'Server']"
534,had many dishes but the BEST was the lobster 3 ways.,"[{'term': 'lobster 3 ways', 'polarity': 'positive'}]",['lobster 3 ways'],['lobster 3 ways']
535,VERY GOOD!,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
536,Overpriced,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
537,– We dined at the Colorado location today.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
538,Waited 35 minutes for a table for 8 which was ok for such a big crowd.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['table'],['noaspectterm']
539,The waiter was a bit unfriendly and the feel of the restaurant was crowded.,"[{'term': 'waiter', 'polarity': 'negative'}, {'term': 'feel', 'polarity': 'negative'}]","['waiter', 'feel of the restaurant']","['waiter', 'feel']"
540,"Also, there was only one bathroom stall- probably need more for such big crowds.","[{'term': 'bathroom stall', 'polarity': 'negative'}]",['bathroom stall'],['bathroom stall']
541,"Most importantly, we were so excited about the food after seeing the very creative menu.","[{'term': 'menu', 'polarity': 'positive'}]","['food', 'menu']",['menu']
542,"At best, the food was good and definately overpriced.","[{'term': 'food', 'polarity': 'neutral'}]",['food'],['food']
543,For the amount of food we got the prices should have been lower.,"[{'term': 'food', 'polarity': 'negative'}]",['prices'],['food']
544,Not sure if I would go back.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
545,My favortie pizza joint in Seattle,"[{'term': 'pizza joint', 'polarity': 'positive'}]",['pizza'],['pizza joint']
546,"– This is my ""must bring out of town guests to"" restaurant and they always enjoy and rave about it.","[{'term': 'restaurant', 'polarity': 'positive'}]",['noaspectterm'],['restaurant']
547,"In fact, many want to return a second time during their visit.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
548,The pizza is delicious and the salads are fantastic.,"[{'term': 'pizza', 'polarity': 'positive'}, {'term': 'salads', 'polarity': 'positive'}]","['pizza', 'salads']","['pizza', 'salads']"
549,"I've always found the wait staff and, if you sit at the bar, the cooks very friendly.","[{'term': 'wait staff', 'polarity': 'positive'}, {'term': 'cooks', 'polarity': 'positive'}]","['wait staff', 'cooks']","['wait staff', 'cooks']"
550,"They aren't the most talkative, but everytime I've been there they have been very busy, which probably accounts for the lack of conversation.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
551,I also really enjoy the simplicity of the decor and intimate feeling of a small restaurant.,"[{'term': 'decor', 'polarity': 'positive'}, {'term': 'feeling', 'polarity': 'positive'}]","['decor', 'restaurant']","['decor', 'feeling']"
552,It's just the right size for the menu.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['size'],['noaspectterm']
553,Excellent,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
554,– My husband and I love eating at Mioposto Café.,"[{'term': 'Mioposto Café', 'polarity': 'positive'}]",['noaspectterm'],['Mioposto Café']
555,We’re can’t say enough about their delicious gourmet pizza’s!,"[{'term': 'pizza’s', 'polarity': 'positive'}]",['gourmet pizza'],['pizza’s']
556,You won’t be disappointed by their menu.,"[{'term': 'menu', 'polarity': 'positive'}]",['noaspectterm'],['menu']
557,The pizza’s are thin crust and the menu offers very creative combinations and toppings.,"[{'term': 'menu', 'polarity': 'positive'}, {'term': 'pizza’s', 'polarity': 'positive'}]","['pizza', 'menu', 'combinations', 'toppings']","['menu', 'pizza’s']"
558,You never feel icky and stuffed after you eat there.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
559,The pizza’s are light and scrumptious.,"[{'term': 'pizza’s', 'polarity': 'positive'}]",['pizza'],['pizza’s']
560,Try the Pizza Ensalata!,"[{'term': 'Pizza Ensalata', 'polarity': 'positive'}]",['Pizza Ensalata'],['Pizza Ensalata']
561,It’s a salad on top of pizza crust.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","['salad', 'pizza crust']",['noaspectterm']
562,Absolutely delicious.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
563,The pizza’s are not huge and the crust is thin…keep that in mind when you’re ordering.,"[{'term': 'pizza’s', 'polarity': 'neutral'}, {'term': 'crust', 'polarity': 'neutral'}]","['pizza', 'crust']","['pizza’s', 'crust']"
564,Worth the wait,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
565,"– Had to wait thirty minutes to get in the door on a tuesday morning, but it was so worth it.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
566,The food is sinful.,"[{'term': 'food', 'polarity': 'positive'}]",['food'],['food']
567,The staff was really friendly.,"[{'term': 'staff', 'polarity': 'positive'}]",['noaspectterm'],['staff']
568,The atmosphere was great.,"[{'term': 'atmosphere', 'polarity': 'positive'}]",['noaspectterm'],['atmosphere']
569,"The specialty here is decadent pancakes, but I've been back now four times, and I've been wowed every time.","[{'term': 'pancakes', 'polarity': 'positive'}]",['decadent pancakes'],['pancakes']
570,Nothing on the menu is less than amazing.,"[{'term': 'menu', 'polarity': 'positive'}]",['noaspectterm'],['menu']
571,"Go with some friends, wait the half hour or so with a cup of joe, and enjoy more than your average breakfast.","[{'term': 'breakfast', 'polarity': 'positive'}]","['cup of joe', 'breakfast']",['breakfast']
572,Good eats.,"[{'term': 'eats', 'polarity': 'positive'}]",['noaspectterm'],['eats']
573,Whose writing all the great reviews?,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
574,"Why is it that (almost) every good review is by ""anonymous?""","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
575,I don't know why anyone would want to write a great review about this place.,"[{'term': 'place', 'polarity': 'negative'}]",['noaspectterm'],['place']
576,"I have been to this place, folks and it is BAD.","[{'term': 'place', 'polarity': 'negative'}]",['noaspectterm'],['place']
577,Maybe it is good for that one night once in a blue moon when the chefs decide to use fish that's half-way decent.,"[{'term': 'fish', 'polarity': 'negative'}]",['fish'],['fish']
578,"I have been here, spent tons of money on a chef special dinner and it was a major dissappointment.","[{'term': 'chef special dinner', 'polarity': 'negative'}]",['noaspectterm'],['chef special dinner']
579,Fancy pieces of exotic fish on a $100 dollar plate and NOT ONE was eatable.,"[{'term': 'plate', 'polarity': 'negative'}, {'term': 'exotic fish', 'polarity': 'negative'}]",['pieces of exotic fish'],"['plate', 'exotic fish']"
580,DONOT GO!,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
581,Delicious,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
582,– The atmosphere is great for any special occasion you might want to celebrate.,"[{'term': 'atmosphere', 'polarity': 'positive'}]",['noaspectterm'],['atmosphere']
583,The best dish are the honwy walnut prawns- just outstanding.,"[{'term': 'honwy walnut prawns', 'polarity': 'positive'}]",['honwy walnut prawns'],['honwy walnut prawns']
584,The service is really attentive and charming.,"[{'term': 'service', 'polarity': 'positive'}]",['noaspectterm'],['service']
585,4 Locations,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
586,– they have 4 locations.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
587,the 2 listed and then one in Southglenn mall parking lot which is reviewed here and one in Ft Collins.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
588,We waited for an hour to be seated.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
589,"The service was excellent, the coffee was good even by starbucks standards and the food was outstanding.","[{'term': 'service', 'polarity': 'positive'}, {'term': 'coffee', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]","['service', 'coffee', 'food']","['service', 'coffee', 'food']"
590,It was worth the wait.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
591,Plan on waiting 30-70 minutes.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
592,Will definitely be back.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
593,Southglenn is largest location.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['Southglenn'],['noaspectterm']
594,Delicious...!,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
595,– I recently had the pleasure of dining as this delightful restaurant on 2nd street and wow what a great evening we had.,"[{'term': 'restaurant', 'polarity': 'positive'}]",['restaurant'],['restaurant']
596,"The food is fantastic, authentic, delicious and very, very affordable.","[{'term': 'food', 'polarity': 'positive'}]",['food'],['food']
597,The decor was beautiful and unique.,"[{'term': 'decor', 'polarity': 'positive'}]",['noaspectterm'],['decor']
598,"There was a really nice vibe about the place...good music, atmosphere and happy looking people.","[{'term': 'music', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'vibe', 'polarity': 'positive'}, {'term': 'people', 'polarity': 'positive'}]","['vibe', 'music', 'atmosphere']","['music', 'atmosphere', 'vibe', 'people']"
599,Our server was very professional and friendly.,"[{'term': 'server', 'polarity': 'positive'}]",['noaspectterm'],['server']
600,To the owners of Open Sesame...Bravo...I can't wait to come back to dine at your restaurant!,"[{'term': 'Open Sesame', 'polarity': 'positive'}]",['noaspectterm'],['Open Sesame']
601,Delectable ,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
602,It's a tiny place so if you get there before 8pm on a weekend (Thurs?Sun) you will find it easier to get a table or a seat at the sushi bar.,"[{'term': 'place', 'polarity': 'neutral'}]","['place', 'table', 'sushi bar']",['place']
603,"Once you're inside, the real experience begins.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
604,"Everything, and I mean everything on the menu is delectable.","[{'term': 'menu', 'polarity': 'positive'}]",['noaspectterm'],['menu']
605,The waiters are very experienced and helpful with pairing your drink choice to your food tastes or vice versa.,"[{'term': 'waiters', 'polarity': 'positive'}]",['waiters'],['waiters']
606,"The sushi is as fresh as it comes?you'd think ocean was in their backyard, no joke!","[{'term': 'sushi', 'polarity': 'positive'}]",['sushi'],['sushi']
607,"If you're interested in good tasting (without the fish taste or smell), large portions and creative sushi dishes this is your place...","[{'term': 'portions', 'polarity': 'positive'}, {'term': 'sushi dishes', 'polarity': 'positive'}]","['portions', 'sushi dishes']","['portions', 'sushi dishes']"
608,big thick pepperoni,"[{'term': 'pepperoni', 'polarity': 'positive'}]",['pepperoni'],['pepperoni']
609,– The pepperoni's cut real thick--Yum.,"[{'term': ""pepperoni's"", 'polarity': 'positive'}]",['pepperoni'],"[""pepperoni's""]"
610,"The pizza itself is not exactly the best I've had EVER, but still pretty good.","[{'term': 'pizza', 'polarity': 'positive'}]",['pizza'],['pizza']
611,I probably wouldn't go back though 'cuz I don't know if it's worth it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
612,Maybe I'll go back once more many years from now when I've forgotten I went there already.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
613,Sit in the Balcony,"[{'term': 'Balcony', 'polarity': 'positive'}]",['Balcony'],['Balcony']
614,– Not bad.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
615,Food was good and appetizing.,"[{'term': 'Food', 'polarity': 'positive'}]",['Food'],['Food']
616,"Portions was just enough for me, but may not be for a big eater.","[{'term': 'Portions', 'polarity': 'neutral'}]",['Portions'],['Portions']
617,Fair menu selection.,"[{'term': 'menu selection', 'polarity': 'neutral'}]",['menu selection'],['menu selection']
618,"The appetizer was interesting, but the Creme Brulee was very savory and delicious.","[{'term': 'appetizer', 'polarity': 'positive'}, {'term': 'Creme Brulee', 'polarity': 'positive'}]","['appetizer', 'Creme Brulee']","['appetizer', 'Creme Brulee']"
619,Indoor ambience was modern.,"[{'term': 'Indoor ambience', 'polarity': 'positive'}]",['noaspectterm'],['Indoor ambience']
620,"If it's nice outside, request for a table in the balcony.","[{'term': 'balcony', 'polarity': 'positive'}]","['table', 'balcony']",['balcony']
621,It's a great place to people watch.,"[{'term': 'place', 'polarity': 'positive'}]",['noaspectterm'],['place']
622,Although the service could be improved considering the money you put in.,"[{'term': 'service', 'polarity': 'negative'}]",['service'],['service']
623,Our drinks kept coming but our server came by a couple times.,"[{'term': 'server', 'polarity': 'negative'}]","['drinks', 'server']",['server']
624,"Should check-up on us more frequently, don't you think?","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
625,Late night dinning with exeptional food.,"[{'term': 'food', 'polarity': 'positive'}]",['noaspectterm'],['food']
626,– I didn't want to go there because of the reviews and prices I saw on the internet.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","['reviews', 'prices']",['noaspectterm']
627,That was the last night in Vegas and was too late and most of the restaurant were closing - so we walked in the check the place.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
628,"We were seated right away, the table was private and nice.","[{'term': 'table', 'polarity': 'positive'}]",['table'],['table']
629,The service was exceptional - sometime there was a feeling that we were served by the army of friendly waiters.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'waiters', 'polarity': 'positive'}]",['noaspectterm'],"['service', 'waiters']"
630,"The food was very good, filet mignon was probably the best I've ever try.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'filet mignon', 'polarity': 'positive'}]","['food', 'filet mignon']","['food', 'filet mignon']"
631,"The portions are big though, so do not order too much.","[{'term': 'portions', 'polarity': 'neutral'}]",['portions'],['portions']
632,Groovy music made the dinner casual.,"[{'term': 'music', 'polarity': 'positive'}]",['music'],['music']
633,The most pleasant surprise was the check that did not exceed my expectations as it always happens in most of the places.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['check'],['noaspectterm']
634,I have a but here - there was a bathroom attendant in the restroom which was odd.,"[{'term': 'restroom', 'polarity': 'negative'}]",['bathroom attendant'],['restroom']
635,"The bathroom itself is very small with two toilets and only one sink, the girl was staying totally on the way hanging out paper towels from the dispenser.","[{'term': 'bathroom', 'polarity': 'negative'}]","['bathroom', 'toilets', 'sink']",['bathroom']
636,There were 3 bottles of perfume on the sink and the line of girls trying to use the sink.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","['bottles of perfume', 'sink']",['noaspectterm']
637,I felt ackward and next time went to the casino bathroom.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['casino bathroom'],['noaspectterm']
638,This place rocks!!,"[{'term': 'place', 'polarity': 'positive'}]",['noaspectterm'],['place']
639,"– Mercedes restaurant is so tasty, the service is undeniably awesome!","[{'term': 'service', 'polarity': 'positive'}]",['service'],['service']
640,"The chips  and salsa are so yummy, and the prices are fabulous.","[{'term': 'chips  and salsa', 'polarity': 'positive'}]","['chips', 'salsa', 'prices']",['chips  and salsa']
641,"The atmosphere is aspiring, and  the decor is festive and amazing..","[{'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}]","['atmosphere', 'decor']","['atmosphere', 'decor']"
642,"The catering is out of this world, and Raouls chicken vegetable soup rocks my world!!!","[{'term': 'Raouls chicken vegetable soup', 'polarity': 'positive'}, {'term': 'catering', 'polarity': 'positive'}]","['catering', 'chicken vegetable soup']","['Raouls chicken vegetable soup', 'catering']"
643,"Drinks are suberb, and I feel like I am in a Third World country when I walk in the door.","[{'term': 'Drinks', 'polarity': 'positive'}]",['Drinks'],['Drinks']
644,Insultingly Overpriced,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
645,- Mediocre Service/Quality,"[{'term': 'Service', 'polarity': 'neutral'}]","['Service', 'Quality']",['Service']
646,"– This review is for the Southglen location which is not listed in Citysearch:  I wish this review would make a difference enough for it to be addressed by management but Snooze has people climbing over each other for a chance to eat at this overpriced restaurant with mediocre food and service, so this review as well as the other negative ones for their Larimer location will go unaddressed.","[{'term': 'noaspectterm', 'polarity': 'none'}]","['food', 'service']",['noaspectterm']
647,The presentation of Snooze is excellent and it is one of those places that you feel more sophisticated just for being there; but peel back the layers and you have an overpriced IHOP with a high brow menu.,"[{'term': 'Snooze', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'negative'}, {'term': 'Snooze', 'polarity': 'negative'}]",['presentation'],"['Snooze', 'menu', 'Snooze']"
648,"To start off, approximately 8-10 oz of orange juice will cost you $3.","[{'term': 'orange juice', 'polarity': 'negative'}]",['orange juice'],['orange juice']
649,"They serve it in a tall, skinny hour-glass shaped glass to disguise the fact that you a getting a small juice at the price of a half gallon in a supermarket.","[{'term': 'juice', 'polarity': 'negative'}]","['glass', 'juice']",['juice']
650,I should have just asked for the check when I saw that; but their menu was so unique that I continued.,"[{'term': 'menu', 'polarity': 'positive'}]",['menu'],['menu']
651,"The pancakes were certainly inventive but $8.50 for 3 - 6"" pancakes (one of them was more like 5"") in the pancake flight (sample of 3 different pancakes) is well over-priced.","[{'term': 'pancakes', 'polarity': 'positive'}]","['pancakes', 'pancake flight']",['pancakes']
652,"The pancakes should be larger (at least 8"") to justify the expense even with the unique offerings.","[{'term': 'pancakes', 'polarity': 'negative'}]",['pancakes'],['pancakes']
653,The flavors were good but I have had far better pancakes at a German pancake specialty restaurant that were a little cheaper but significantly larger.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","['flavors', 'pancakes']",['noaspectterm']
654,"On my meal I had to send back my eggs for a simple request of breaking the yokes before cooking, and would have had to send them back again if I hadn't rejected the meal all together.","[{'term': 'eggs', 'polarity': 'negative'}, {'term': 'meal', 'polarity': 'negative'}]",['eggs'],"['eggs', 'meal']"
655,I rejected it because in the process of attempting to fix the eggs they broke something else in the dish and I was too frustrated to continue.,"[{'term': 'dish', 'polarity': 'negative'}]",['eggs'],['dish']
656,To their credit they removed the dish from the check; but no manager stopped by to ask what the problem was.,"[{'term': 'manager', 'polarity': 'negative'}]",['dish'],['manager']
657,"In the end our check came to $27 for 4 small pancakes, a breakfast burrito, an orange juice and an iced tea (I had water).","[{'term': 'pancakes', 'polarity': 'negative'}, {'term': 'breakfast burrito', 'polarity': 'negative'}, {'term': 'orange juice', 'polarity': 'negative'}, {'term': 'iced tea', 'polarity': 'negative'}]","['pancakes', 'breakfast burrito', 'orange juice', 'iced tea']","['pancakes', 'breakfast burrito', 'orange juice', 'iced tea']"
658,This was 2 times what the same meal would have cost at Le Peep.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
659,"Snooze provided an inventive pancake offering, but Le Peep would have provided better service and quality.","[{'term': 'noaspectterm', 'polarity': 'none'}]","['pancake offering', 'service', 'quality']",['noaspectterm']
660,Much more than just a great view!,"[{'term': 'view', 'polarity': 'positive'}]",['view'],['view']
661,– I am exceedingly pleased to report that my dinner at Ray's Boathouse last Friday completely exceeded my expectations.,"[{'term': ""Ray's Boathouse"", 'polarity': 'positive'}]",['noaspectterm'],"[""Ray's Boathouse""]"
662,"Ray's is something of a Seattle institution, but given its gorgeous Sound views, I had suspected that the accolades were more due to the scenery than to the food and service.","[{'term': 'Sound views', 'polarity': 'positive'}]","['Sound views', 'food', 'service']",['Sound views']
663,Imagine my happy surprise upon finding that the views are only the third-best thing about Ray's!,"[{'term': 'views', 'polarity': 'positive'}, {'term': ""Ray's"", 'polarity': 'positive'}]",['views'],"['views', ""Ray's""]"
664,"To start things off, our lovely server Brooke was quickly on hand to take my drink order.","[{'term': 'Brooke', 'polarity': 'positive'}]",['server Brooke'],['Brooke']
665,"My party of two was feeling particularly ambitious, and we splurged on the Shilshole Sampler...a beautiful assortment of enormous white gulf prawns, smoked albacore tuna, Ray's fantastic manila clams seasoned with dill, scallops in a tasty soy dressing, and a tiny pile of Dungeness crab atop a sublime butter sauce.","[{'term': 'white gulf prawns', 'polarity': 'positive'}, {'term': 'manila clams', 'polarity': 'positive'}, {'term': 'soy dressing', 'polarity': 'positive'}, {'term': 'butter sauce', 'polarity': 'positive'}, {'term': 'Shilshole Sampler', 'polarity': 'positive'}]","['Shilshole Sampler', 'white gulf prawns', 'smoked albacore tuna', 'manila clams', 'scallops', 'Dungeness crab', 'butter sauce']","['white gulf prawns', 'manila clams', 'soy dressing', 'butter sauce', 'Shilshole Sampler']"
666,"For my entr&eacute;e, I completely enjoyed the seared Alaskan sea scallops complemented by chard, artichoke hearts, fennel, and pecorino toscano.","[{'term': 'seared Alaskan sea scallops', 'polarity': 'positive'}]",['seared Alaskan sea scallops'],['seared Alaskan sea scallops']
667,The scallops are apparently cooked in a black olive butter which really makes them unique (not to mention tasty).,"[{'term': 'scallops', 'polarity': 'positive'}]",['scallops'],['scallops']
668,My friend enjoyed the grilled Alaskan King Salmon with delectable creamed Washington russet potatoes and crisp green beans.,"[{'term': 'grilled Alaskan King Salmon', 'polarity': 'positive'}, {'term': 'creamed Washington russet potatoes', 'polarity': 'positive'}, {'term': 'green beans', 'polarity': 'positive'}]","['grilled Alaskan King Salmon', 'creamed Washington russet potatoes', 'green beans']","['grilled Alaskan King Salmon', 'creamed Washington russet potatoes', 'green beans']"
669,"I had a taste of all three items on her plate, and they were superb.","[{'term': 'plate', 'polarity': 'positive'}]",['items'],['plate']
670,"Our server continued to be attentive throughout the night, but I did remain puzzled by one issue:  Who thinks that Ray's is an appropriate place to take young children for dinner?","[{'term': 'server', 'polarity': 'positive'}, {'term': ""Ray's"", 'polarity': 'neutral'}]",['noaspectterm'],"['server', ""Ray's""]"
671,Two rascally kids were seated near us for the first part of our dinner...they were replaced by a delightful preteen who pretended to gag every time seafood was mentioned at her table.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
672,"Given that Ray's is a seafood restaurant...well, you get the idea...","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
673,"All considered, I have to say that Ray's Boathouse is deserving of its title as a Seattle institution.","[{'term': ""Ray's Boathouse"", 'polarity': 'positive'}]","[""Ray's Boathouse""]","[""Ray's Boathouse""]"
674,"While I could have done without the youth who shared the evening with us, our wonderful server and food made the experience a very positive one.","[{'term': 'server', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]","['server', 'food']","['server', 'food']"
675,"Oh yeah...the view was good, too.","[{'term': 'view', 'polarity': 'positive'}]",['view'],['view']
